id	supported by	compatible with	conflicts with	is trivial in
ott9880	node ott9890 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott9887	node ott9887 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott9886	node ott9875 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott3624246	node ott3624246 for https://tree.opentreeoflife.org/curator/study/view/ot_595/?tab=trees&tree=Tr53782
ott3624246	node ott3624246 for https://tree.opentreeoflife.org/curator/study/view/ot_631/?tab=trees&tree=tree1
ott1057299	node ott1057299 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott3623567	node ott3623568 for https://tree.opentreeoflife.org/curator/study/view/ot_591/?tab=trees&tree=Tr53870
ott544761	node ott544761 for https://tree.opentreeoflife.org/curator/study/view/ot_590/?tab=trees&tree=tree1
ott3623999	node ott3623999 for https://tree.opentreeoflife.org/curator/study/view/ot_627/?tab=trees&tree=tree1
ott904307	node ott904307 for https://tree.opentreeoflife.org/curator/study/view/ot_625/?tab=trees&tree=Tr53737
ott904307	node ott904307 for https://tree.opentreeoflife.org/curator/study/view/ot_631/?tab=trees&tree=tree1
ott230539	node ott61488 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott256922	node ott421562 for https://tree.opentreeoflife.org/curator/study/view/ot_631/?tab=trees&tree=tree1
ott1071074	node ott935993 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott90501	node ott90485 for https://tree.opentreeoflife.org/curator/study/view/ot_633/?tab=trees&tree=tree2
ott791207	node ott791207 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott791207	node ott791207 for https://tree.opentreeoflife.org/curator/study/view/ot_591/?tab=trees&tree=Tr53870
ott61491	node ott61491 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott61490	node ott61491 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott3624009	node ott3624008 for https://tree.opentreeoflife.org/curator/study/view/ot_627/?tab=trees&tree=tree1
ott839747	node ott3623541 for https://tree.opentreeoflife.org/curator/study/view/ot_591/?tab=trees&tree=Tr53870
ott3624000	node ott3624000 for https://tree.opentreeoflife.org/curator/study/view/ot_627/?tab=trees&tree=tree1
ott3624002	node ott3624002 for https://tree.opentreeoflife.org/curator/study/view/ot_627/?tab=trees&tree=tree1
ott3624005	node ott3624005 for https://tree.opentreeoflife.org/curator/study/view/ot_627/?tab=trees&tree=tree1
ott3624006	node ott3624005 for https://tree.opentreeoflife.org/curator/study/view/ot_627/?tab=trees&tree=tree1
ott122073	node ott122073 for https://tree.opentreeoflife.org/curator/study/view/ot_633/?tab=trees&tree=tree2
ott122073	node ott122073 for https://tree.opentreeoflife.org/curator/study/view/ot_635/?tab=trees&tree=tree1
ott701523	node ott701523 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott701523	node ott701523 for https://tree.opentreeoflife.org/curator/study/view/ot_627/?tab=trees&tree=tree1
ott87895	node ott284531 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott758735	node ott758735 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott693710	node ott693709 for https://tree.opentreeoflife.org/curator/study/view/ot_631/?tab=trees&tree=tree1
ott373905	node ott108974 for https://tree.opentreeoflife.org/curator/study/view/ot_633/?tab=trees&tree=tree2
ott373905	node ott108974 for https://tree.opentreeoflife.org/curator/study/view/ot_635/?tab=trees&tree=tree1
ott693714	node ott693721 for https://tree.opentreeoflife.org/curator/study/view/ot_631/?tab=trees&tree=tree1
ott609240	node ott267124 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott820640	node ott783829 for https://tree.opentreeoflife.org/curator/study/view/ot_633/?tab=trees&tree=tree2
ott820640	node ott783829 for https://tree.opentreeoflife.org/curator/study/view/ot_635/?tab=trees&tree=tree1
ott3624255	node ott3624255 for https://tree.opentreeoflife.org/curator/study/view/ot_575/?tab=trees&tree=tree3
ott3624254	node ott3624254 for https://tree.opentreeoflife.org/curator/study/view/ot_575/?tab=trees&tree=tree3
ott210230	node ott9881 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott3624318	node ott3624319 for https://tree.opentreeoflife.org/curator/study/view/ot_594/?tab=trees&tree=tree1
ott896075	node ott896075 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott3623573	node ott3623573 for https://tree.opentreeoflife.org/curator/study/view/ot_591/?tab=trees&tree=Tr53870
ott3623474	node ott3623474 for https://tree.opentreeoflife.org/curator/study/view/ot_589/?tab=trees&tree=tree1
ott3623475	node ott3623475 for https://tree.opentreeoflife.org/curator/study/view/ot_589/?tab=trees&tree=tree1
ott3623477	node ott3623477 for https://tree.opentreeoflife.org/curator/study/view/ot_589/?tab=trees&tree=tree1
ott3624310	node ott3624310 for https://tree.opentreeoflife.org/curator/study/view/ot_594/?tab=trees&tree=tree1
ott3623471	node ott3623471 for https://tree.opentreeoflife.org/curator/study/view/ot_625/?tab=trees&tree=Tr53737
ott3623471	node ott3623471 for https://tree.opentreeoflife.org/curator/study/view/ot_631/?tab=trees&tree=tree1
ott3623472	node ott3623472 for https://tree.opentreeoflife.org/curator/study/view/ot_589/?tab=trees&tree=tree1
ott1070414	node ott1070414 for https://tree.opentreeoflife.org/curator/study/view/ot_627/?tab=trees&tree=tree1
ott1014989	node ott1014995 for https://tree.opentreeoflife.org/curator/study/view/ot_627/?tab=trees&tree=tree1
ott1070418	node ott1070418 for https://tree.opentreeoflife.org/curator/study/view/ot_627/?tab=trees&tree=tree1
ott874765	node ott874760 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott874760	node ott874760 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott874761	node ott874761 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott502096	node ott502078 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott502096	node ott502078 for https://tree.opentreeoflife.org/curator/study/view/ot_594/?tab=trees&tree=tree1
ott56582	node ott56579 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott216717	node ott216717 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott216716	node ott216717 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott918537	node ott918537 for https://tree.opentreeoflife.org/curator/study/view/ot_631/?tab=trees&tree=tree1
ott3624008	node ott3624008 for https://tree.opentreeoflife.org/curator/study/view/ot_627/?tab=trees&tree=tree1
ott759346	node ott759346 for https://tree.opentreeoflife.org/curator/study/view/ot_627/?tab=trees&tree=tree1
ott516685	node ott516685 for https://tree.opentreeoflife.org/curator/study/view/ot_625/?tab=trees&tree=Tr53737
ott516685	node ott516685 for https://tree.opentreeoflife.org/curator/study/view/ot_631/?tab=trees&tree=tree1
ott549967	node ott549967 for https://tree.opentreeoflife.org/curator/study/view/ot_633/?tab=trees&tree=tree2
ott549967	node ott549967 for https://tree.opentreeoflife.org/curator/study/view/ot_635/?tab=trees&tree=tree1
ott3623959	node ott3623959 for https://tree.opentreeoflife.org/curator/study/view/ot_575/?tab=trees&tree=tree3
ott804481	node ott804481 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott804481	node ott804481 for https://tree.opentreeoflife.org/curator/study/view/ot_627/?tab=trees&tree=tree1
ott3623952	node ott3623952 for https://tree.opentreeoflife.org/curator/study/view/ot_575/?tab=trees&tree=tree3
ott3623957	node ott3623957 for https://tree.opentreeoflife.org/curator/study/view/ot_575/?tab=trees&tree=tree3
ott3623956	node ott3623956 for https://tree.opentreeoflife.org/curator/study/view/ot_575/?tab=trees&tree=tree3
ott3623955	node ott3623955 for https://tree.opentreeoflife.org/curator/study/view/ot_575/?tab=trees&tree=tree3
ott3623954	node ott3623954 for https://tree.opentreeoflife.org/curator/study/view/ot_575/?tab=trees&tree=tree3
ott621604	node ott621604 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott621604	node ott621604 for https://tree.opentreeoflife.org/curator/study/view/ot_627/?tab=trees&tree=tree1
ott203414	node ott261881 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
ott203415	node ott261881 for https://tree.opentreeoflife.org/curator/study/view/ot_526/?tab=trees&tree=Tr91777
