id	supported by	compatible with	conflicts with	is trivial in
ott502933	node ott502933 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603
ott502933	node ott502933 for https://tree.opentreeoflife.org/curator/study/view/ot_71/?tab=trees&tree=tree1
ott502933	node ott502933 for https://tree.opentreeoflife.org/curator/study/view/ot_74/?tab=trees&tree=tree1
ott502933	node ott502933 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744
ott472001	node ott472001 for https://tree.opentreeoflife.org/curator/study/view/ot_163/?tab=trees&tree=tree1
ott472001	node ott472001 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott1023077	node ott1023077 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott283984	node ott283984 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603
ott283984	node ott283984 for https://tree.opentreeoflife.org/curator/study/view/pg_2918/?tab=trees&tree=tree6755
ott283984	node ott283984 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745
ott283984	node ott283984 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744
ott283983	node ott283984 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603
ott283983	node ott283984 for https://tree.opentreeoflife.org/curator/study/view/pg_2918/?tab=trees&tree=tree6755
ott283983	node ott283984 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745
ott283983	node ott283984 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744
ott226623	node ott222402 for https://tree.opentreeoflife.org/curator/study/view/ot_163/?tab=trees&tree=tree1
ott226623	node ott222402 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott686784	node ott686784 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott686786	node ott686786 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott499772	node ott499772 for https://tree.opentreeoflife.org/curator/study/view/pg_2921/?tab=trees&tree=tree6749
ott499772	node ott499772 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott902081	node ott902081 for https://tree.opentreeoflife.org/curator/study/view/pg_2918/?tab=trees&tree=tree6755
ott902081	node ott902081 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745
ott499777	node ott499775 for https://tree.opentreeoflife.org/curator/study/view/pg_2921/?tab=trees&tree=tree6749
ott499777	node ott499775 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott499774	node ott499772 for https://tree.opentreeoflife.org/curator/study/view/pg_2921/?tab=trees&tree=tree6749
ott499774	node ott499772 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott499775	node ott499775 for https://tree.opentreeoflife.org/curator/study/view/pg_2921/?tab=trees&tree=tree6749
ott499775	node ott499775 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott902121	node ott902121 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603
ott902121	node ott902121 for https://tree.opentreeoflife.org/curator/study/view/pg_2918/?tab=trees&tree=tree6755
ott902121	node ott902121 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745
ott902121	node ott902121 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744
ott499778	node ott499778 for https://tree.opentreeoflife.org/curator/study/view/pg_2921/?tab=trees&tree=tree6749
ott499778	node ott499778 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott1049749	node ott1049749 for https://tree.opentreeoflife.org/curator/study/view/ot_71/?tab=trees&tree=tree1
ott2958271	node ott2958271 for https://tree.opentreeoflife.org/curator/study/view/ot_615/?tab=trees&tree=Tr76459
ott40996	node ott245803 for https://tree.opentreeoflife.org/curator/study/view/ot_71/?tab=trees&tree=tree1
ott463540	node ott463540 for https://tree.opentreeoflife.org/curator/study/view/pg_2918/?tab=trees&tree=tree6755
ott497533	node ott990035 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603
ott497533	node ott990035 for https://tree.opentreeoflife.org/curator/study/view/pg_2918/?tab=trees&tree=tree6755
ott497533	node ott990035 for https://tree.opentreeoflife.org/curator/study/view/pg_2922/?tab=trees&tree=tree6752
ott497533	node ott990035 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745
ott497533	node ott990035 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744
ott497533	node ott990035 for https://tree.opentreeoflife.org/curator/study/view/ot_615/?tab=trees&tree=Tr76459
ott437066	node ott437066 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603
ott437066	node ott437066 for https://tree.opentreeoflife.org/curator/study/view/pg_2918/?tab=trees&tree=tree6755
ott437066	node ott437066 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745
ott437066	node ott437066 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744
ott437066	node ott437066 for https://tree.opentreeoflife.org/curator/study/view/ot_615/?tab=trees&tree=Tr76459
ott807576	node ott807576 for https://tree.opentreeoflife.org/curator/study/view/pg_2918/?tab=trees&tree=tree6755
ott807576	node ott807576 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745
ott807574	node ott807574 for https://tree.opentreeoflife.org/curator/study/view/pg_2918/?tab=trees&tree=tree6755
ott807574	node ott807574 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745
ott680018	node ott680018 for https://tree.opentreeoflife.org/curator/study/view/ot_163/?tab=trees&tree=tree1
ott680018	node ott680018 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott664816	node ott664816 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745
ott664816	node ott664816 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott990035	node ott990035 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603
ott990035	node ott990035 for https://tree.opentreeoflife.org/curator/study/view/pg_2918/?tab=trees&tree=tree6755
ott990035	node ott990035 for https://tree.opentreeoflife.org/curator/study/view/pg_2922/?tab=trees&tree=tree6752
ott990035	node ott990035 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745
ott990035	node ott990035 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744
ott990035	node ott990035 for https://tree.opentreeoflife.org/curator/study/view/ot_615/?tab=trees&tree=Tr76459
ott990030	node ott990030 for https://tree.opentreeoflife.org/curator/study/view/pg_2918/?tab=trees&tree=tree6755
ott990033	node ott990033 for https://tree.opentreeoflife.org/curator/study/view/pg_2918/?tab=trees&tree=tree6755
ott990033	node ott990033 for https://tree.opentreeoflife.org/curator/study/view/pg_2922/?tab=trees&tree=tree6752
ott990033	node ott990033 for https://tree.opentreeoflife.org/curator/study/view/ot_615/?tab=trees&tree=Tr76459
ott65031	node ott557067 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603
ott65031	node ott557067 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744
ott990038	node ott990038 for https://tree.opentreeoflife.org/curator/study/view/pg_2918/?tab=trees&tree=tree6755
ott990038	node ott990038 for https://tree.opentreeoflife.org/curator/study/view/ot_615/?tab=trees&tree=Tr76459
ott5740113	node ott5740113 for https://tree.opentreeoflife.org/curator/study/view/pg_2921/?tab=trees&tree=tree6749
ott5740113	node ott5740113 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott5740114	node ott5740114 for https://tree.opentreeoflife.org/curator/study/view/pg_2921/?tab=trees&tree=tree6749
ott5740114	node ott5740114 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott5740116	node ott5740116 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603
ott5740116	node ott5740116 for https://tree.opentreeoflife.org/curator/study/view/pg_2921/?tab=trees&tree=tree6749
ott5740116	node ott5740116 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745
ott5740116	node ott5740116 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744
ott5740116	node ott5740116 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott5740116	node ott5740116 for https://tree.opentreeoflife.org/curator/study/view/ot_615/?tab=trees&tree=Tr76459
ott5745971	node ott5745971 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745
ott5745971	node ott5745971 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott5745971	node ott5745971 for https://tree.opentreeoflife.org/curator/study/view/pg_2919/?tab=trees&tree=tree6749
ott723887	node ott723887 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott902069	node ott902069 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745
ott220058	node ott220058 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott220057	node ott220058 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott902066	node ott902066 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745
ott829498	node ott829498 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott791628	node ott791628 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603
ott791628	node ott791628 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745
ott791628	node ott791628 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744
ott791628	node ott791628 for https://tree.opentreeoflife.org/curator/study/view/ot_615/?tab=trees&tree=Tr76459
ott889276	node ott889276 for https://tree.opentreeoflife.org/curator/study/view/pg_2918/?tab=trees&tree=tree6755
ott889276	node ott889276 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745
ott5740232	node ott756645 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603
ott5740232	node ott756645 for https://tree.opentreeoflife.org/curator/study/view/pg_2918/?tab=trees&tree=tree6755
ott5740232	node ott756645 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745
ott5740232	node ott756645 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744
ott5740232	node ott756645 for https://tree.opentreeoflife.org/curator/study/view/ot_615/?tab=trees&tree=Tr76459
ott365658	node ott1096023 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603
ott365658	node ott1096023 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745
ott365658	node ott1096023 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744
ott365658	node ott1096023 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott218053	node ott218054 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603
ott218053	node ott218054 for https://tree.opentreeoflife.org/curator/study/view/ot_74/?tab=trees&tree=tree1
ott218053	node ott218054 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744
ott218056	node ott971344 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603
ott218056	node ott971344 for https://tree.opentreeoflife.org/curator/study/view/ot_74/?tab=trees&tree=tree1
ott218056	node ott971344 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744
ott221273	node ott980702 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603
ott221273	node ott980702 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745
ott221273	node ott980702 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744
ott221273	node ott980702 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott218054	node ott218054 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603
ott218054	node ott218054 for https://tree.opentreeoflife.org/curator/study/view/ot_74/?tab=trees&tree=tree1
ott218054	node ott218054 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744
ott2958406	node ott2958406 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott5092876	node ott5092876 for https://tree.opentreeoflife.org/curator/study/view/ot_74/?tab=trees&tree=tree1
ott2957920	node ott413058 for https://tree.opentreeoflife.org/curator/study/view/pg_2918/?tab=trees&tree=tree6755
ott831832	node ott532964 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott2957929	node ott2957898 for https://tree.opentreeoflife.org/curator/study/view/ot_615/?tab=trees&tree=Tr76459
ott182524	node ott182524 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603
ott182524	node ott182524 for https://tree.opentreeoflife.org/curator/study/view/pg_2918/?tab=trees&tree=tree6755
ott182524	node ott182524 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745
ott182524	node ott182524 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744
ott182524	node ott182524 for https://tree.opentreeoflife.org/curator/study/view/ot_615/?tab=trees&tree=Tr76459
ott1038966	node ott1038966 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott2958434	node ott2958434 for https://tree.opentreeoflife.org/curator/study/view/ot_163/?tab=trees&tree=tree1
ott562531	node ott5740103 for https://tree.opentreeoflife.org/curator/study/view/ot_163/?tab=trees&tree=tree1
ott562531	node ott5740103 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott925928	node ott925928 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott925928	node ott925928 for https://tree.opentreeoflife.org/curator/study/view/pg_2919/?tab=trees&tree=tree6749
ott5746022	node ott5746022 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603
ott5746022	node ott5746022 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745
ott5746022	node ott5746022 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744
ott499786	node ott499784 for https://tree.opentreeoflife.org/curator/study/view/pg_2921/?tab=trees&tree=tree6749
ott499786	node ott499784 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott349828	node ott5740114 for https://tree.opentreeoflife.org/curator/study/view/pg_2921/?tab=trees&tree=tree6749
ott349828	node ott5740114 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott499784	node ott499784 for https://tree.opentreeoflife.org/curator/study/view/pg_2921/?tab=trees&tree=tree6749
ott499784	node ott499784 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott5336735	node ott5336735 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745
ott5336735	node ott5336735 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott2958227	node ott2958226 for https://tree.opentreeoflife.org/curator/study/view/ot_615/?tab=trees&tree=Tr76459
ott2958226	node ott2958226 for https://tree.opentreeoflife.org/curator/study/view/ot_615/?tab=trees&tree=Tr76459
ott2958229	node ott5753216 for https://tree.opentreeoflife.org/curator/study/view/ot_615/?tab=trees&tree=Tr76459
ott363884	node ott579396 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603
ott363884	node ott579396 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744
ott350473	node ott350473 for https://tree.opentreeoflife.org/curator/study/view/pg_2919/?tab=trees&tree=tree6749
ott350475	node ott350475 for https://tree.opentreeoflife.org/curator/study/view/pg_2919/?tab=trees&tree=tree6749
ott533022	node ott533022 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott251974	node ott251974 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603
ott251974	node ott251974 for https://tree.opentreeoflife.org/curator/study/view/ot_74/?tab=trees&tree=tree1
ott251974	node ott251974 for https://tree.opentreeoflife.org/curator/study/view/ot_75/?tab=trees&tree=tree1
ott251974	node ott251974 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744
ott902086	node ott902086 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603
ott902086	node ott902086 for https://tree.opentreeoflife.org/curator/study/view/pg_2918/?tab=trees&tree=tree6755
ott902086	node ott902086 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745
ott902086	node ott902086 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744
ott206723	node ott206723 for https://tree.opentreeoflife.org/curator/study/view/pg_2921/?tab=trees&tree=tree6749
ott206723	node ott206723 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott580651	node ott580651 for https://tree.opentreeoflife.org/curator/study/view/ot_163/?tab=trees&tree=tree1
ott580651	node ott580651 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott140027	node ott707525 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott140026	node ott140026 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott140026	node ott140026 for https://tree.opentreeoflife.org/curator/study/view/pg_2919/?tab=trees&tree=tree6749
ott140025	node ott140025 for https://tree.opentreeoflife.org/curator/study/view/pg_2919/?tab=trees&tree=tree6749
ott532964	node ott532964 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott902089	node ott902089 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745
ott191804	node ott191804 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott1042705	node ott1042705 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott465806	node ott465806 for https://tree.opentreeoflife.org/curator/study/view/pg_2918/?tab=trees&tree=tree6755
ott621578	node ott288146 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott472017	node ott580631 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott502920	node ott269135 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603
ott502920	node ott269135 for https://tree.opentreeoflife.org/curator/study/view/ot_71/?tab=trees&tree=tree1
ott502920	node ott269135 for https://tree.opentreeoflife.org/curator/study/view/ot_74/?tab=trees&tree=tree1
ott502920	node ott269135 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744
ott5745953	node ott5745953 for https://tree.opentreeoflife.org/curator/study/view/pg_2921/?tab=trees&tree=tree6749
ott5745953	node ott5745953 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott333800	node ott333800 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745
ott938956	node ott413459 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603
ott938956	node ott413459 for https://tree.opentreeoflife.org/curator/study/view/pg_2918/?tab=trees&tree=tree6755
ott938956	node ott413459 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745
ott938956	node ott413459 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744
ott938956	node ott413459 for https://tree.opentreeoflife.org/curator/study/view/ot_615/?tab=trees&tree=Tr76459
ott468105	node ott468105 for https://tree.opentreeoflife.org/curator/study/view/ot_71/?tab=trees&tree=tree1
ott468105	node ott468105 for https://tree.opentreeoflife.org/curator/study/view/ot_74/?tab=trees&tree=tree1
ott2958166	node ott2958166 for https://tree.opentreeoflife.org/curator/study/view/ot_615/?tab=trees&tree=Tr76459
ott468102	node ott468102 for https://tree.opentreeoflife.org/curator/study/view/ot_75/?tab=trees&tree=tree1
ott468108	node ott468105 for https://tree.opentreeoflife.org/curator/study/view/ot_71/?tab=trees&tree=tree1
ott468108	node ott468105 for https://tree.opentreeoflife.org/curator/study/view/ot_74/?tab=trees&tree=tree1
ott2958363	node ott2958363 for https://tree.opentreeoflife.org/curator/study/view/ot_615/?tab=trees&tree=Tr76459
ott756656	node ott756656 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603
ott756656	node ott756656 for https://tree.opentreeoflife.org/curator/study/view/pg_2918/?tab=trees&tree=tree6755
ott756656	node ott756656 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745
ott756656	node ott756656 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744
ott756656	node ott756656 for https://tree.opentreeoflife.org/curator/study/view/ot_615/?tab=trees&tree=Tr76459
ott413058	node ott413058 for https://tree.opentreeoflife.org/curator/study/view/pg_2918/?tab=trees&tree=tree6755
ott750634	node ott750634 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745
ott750634	node ott750634 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott2958180	node ott2958179 for https://tree.opentreeoflife.org/curator/study/view/ot_615/?tab=trees&tree=Tr76459
ott750636	node ott750636 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745
ott413057	node ott413057 for https://tree.opentreeoflife.org/curator/study/view/pg_2918/?tab=trees&tree=tree6755
ott413056	node ott413057 for https://tree.opentreeoflife.org/curator/study/view/pg_2918/?tab=trees&tree=tree6755
ott413056	node ott2958363 for https://tree.opentreeoflife.org/curator/study/view/ot_615/?tab=trees&tree=Tr76459
ott167282	node ott167279 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603
ott167282	node ott167279 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744
ott167285	node ott167281 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603
ott167285	node ott167281 for https://tree.opentreeoflife.org/curator/study/view/ot_74/?tab=trees&tree=tree1
ott167285	node ott167281 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744
ott849595	node ott849595 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603
ott849595	node ott849595 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744
ott2958469	node ott2958469 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603
ott2958469	node ott2958469 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745
ott2958469	node ott2958469 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744
ott191798	node ott442411 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745
ott191798	node ott442411 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott40992	node ott245803 for https://tree.opentreeoflife.org/curator/study/view/ot_71/?tab=trees&tree=tree1
ott2958463	node ott2958463 for https://tree.opentreeoflife.org/curator/study/view/ot_163/?tab=trees&tree=tree1
ott2958464	node ott2958463 for https://tree.opentreeoflife.org/curator/study/view/ot_163/?tab=trees&tree=tree1
ott5740068	node ott5740068 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745
ott5740068	node ott5740068 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott5746016	node ott5746016 for https://tree.opentreeoflife.org/curator/study/view/pg_2918/?tab=trees&tree=tree6755
ott5746016	node ott5746016 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745
ott990027	node ott413050 for https://tree.opentreeoflife.org/curator/study/view/pg_2918/?tab=trees&tree=tree6755
ott2958863	node ott2958863 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott990028	node ott990028 for https://tree.opentreeoflife.org/curator/study/view/pg_2918/?tab=trees&tree=tree6755
ott532947	node ott532947 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott532947	node ott532947 for https://tree.opentreeoflife.org/curator/study/view/pg_2919/?tab=trees&tree=tree6749
ott1024446	node ott1024446 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott167276	node ott167276 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603
ott167276	node ott167276 for https://tree.opentreeoflife.org/curator/study/view/ot_71/?tab=trees&tree=tree1
ott167276	node ott167276 for https://tree.opentreeoflife.org/curator/study/view/ot_74/?tab=trees&tree=tree1
ott167276	node ott167276 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744
ott2958210	node ott2958271 for https://tree.opentreeoflife.org/curator/study/view/ot_615/?tab=trees&tree=Tr76459
ott472040	node ott472040 for https://tree.opentreeoflife.org/curator/study/view/ot_163/?tab=trees&tree=tree1
ott472040	node ott472040 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott167279	node ott167279 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603
ott167279	node ott167279 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744
ott288146	node ott288146 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott588451	node ott5535555 for https://tree.opentreeoflife.org/curator/study/view/ot_163/?tab=trees&tree=tree1
ott631699	node ott631699 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603
ott631699	node ott631699 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745
ott631699	node ott631699 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744
ott631699	node ott631699 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
ott631698	node ott631699 for https://tree.opentreeoflife.org/curator/study/view/pg_2842/?tab=trees&tree=tree6603
ott631698	node ott631699 for https://tree.opentreeoflife.org/curator/study/view/pg_2917/?tab=trees&tree=tree6745
ott631698	node ott631699 for https://tree.opentreeoflife.org/curator/study/view/pg_2916/?tab=trees&tree=tree6744
ott631698	node ott631699 for https://tree.opentreeoflife.org/curator/study/view/pg_2923/?tab=trees&tree=tree6751
